Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Afghanistan,AFG,Progression to secondary school (%),SE.SEC.PROG.ZS,80.81922,..,..,..,89.52981,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,36.40558,41.20965,..,..,48.67153,57.91294,..,..,..,32.10315,33.18571,..,..,..,..,..,..,42.32602,42.7703,43.72982,42.83639,44.41709,43.51915,44.67743,45.71171,..,44.32877,..,44.00995,..
Afghanistan,AFG,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,24.78793,..,..,26.68461,28.36574,..,..,..,..,..,..,..,..,..,..,..,..,31.56236,..,..,..,..,..,..,..,37.72088,42.68464,38.66756,..
Albania,ALB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,71,69,65,63,49,53,50,51,46,42,43,40,37,35,31,30,29,30,30,30,30,30,30,29,29,29,..,..,..
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.2352673384537,45.1088352996924,46.9669478266825,48.8213037823478,50.6715352812374,52.5171820870923,54.3579208624669,56.1933584398338,58.0231032318432,59.8466761005602,61.6638286105354,63.4741124365256,65.2772050915469,67.0723939914111,68.8595042120187,68.869979425596,..,..,..
Albania,ALB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.6669952876427,55.4882201178523,56.3466628791016,57.1835979497056,57.9988353418285,58.7917540946421,59.5624841486333,60.310811353677,61.0365633550626,61.7392797636825,62.4194172099238,63.0766858310648,63.7112471328999,64.3055817822372,64.8022963734107,64.8175732423316,..,..,..
Albania,ALB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.93384,..,..,..,..,..,..,..,..,..,..,..,..,92.16953,95.22871,97.86436,98.78337,98.66704,98.71253,95.72013,88.84383,93.17854,..,..
Albania,ALB,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.95541,..,..,..,..,89.61138,..,..,89.92898,..,..,93.93368,93.4374799999999,93.7624,95.22871,97.86436,98.78337,98.66704,98.71253,95.72013,88.84383,93.17854,..,..
Albania,ALB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.367,..,..,1.415,1.407,1.406,..,..,..,1.403,1.374,1.47,1.65,1.425,..,1.306,1.354,1.295,1.289,1.282,1.389,..,1.305,..,..,..,..,1.146,..,1.144,1.254,1.24,1.283,1.286,..,..,..,..,..
Albania,ALB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.02439,..,..,..,97.07321,96.88066,..,94.90243,93.87088,..,..,96.6291,92.83022,91.51228,89.23734,93.27701,98.9117,90.97441,105.00212,104.46819,105.6041,106.73229,..
Albania,ALB,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.51973,..,..,..,..,97.24541,..,..,..,..,..,98.38603,98.21509,99.22479,98.08978,99.18615,99.48943,99.75281,99.80782,99.08036,98.06952,98.17323,..,..
Albania,ALB,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.75761,..,..,22.56784,21.75244,..,21.49541,..,..,..,..,19.4078,20.17793,19.70208,19.86917,19.48298,19.12103,18.92294,18.61557,18.19844,17.94478,..
Albania,ALB,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.77331,..,..,16.43434,16.96302,..,17.66389,..,..,..,..,16.79416,14.7321,14.77747,15.24414,14.89293,14.75715,14.29575,13.50589,12.22137,11.60265,..
Algeria,DZA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,216,210,205,201,196,192,189,184,179,174,170,164,158,153,150,148,147,148,148,148,147,147,145,144,141,140,..,..,..
Algeria,DZA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.1810714851924,21.0641642642264,20.9439681387366,20.8206063638457,20.6941178894806,20.5646482809813,20.4321386607383,20.2967434563009,20.1583947027081,20.0182528331595,19.8762839973811,19.7326277858499,19.5874927977437,19.4409539887304,19.2931508560893,19.1442228829894,..,..,..
Algeria,DZA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.96605,83.07031,83.17146,83.26935,83.36414,83.45581,83.54437,..,..,..
Algeria,DZA,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,86.641,87.76822,90.29142,91.20865,93.64848,95.50566,93.56668,93.75933,91.98226,93.46368,94.1978,93.95509,92.44687,93.3026,92.15803,94.38649,94.1187,..,95.03591,95.00191,97.09231,95.98505,96.96972,96.18525,95.60748,95.17324,95.9814899999999,95.90863,..,95.03897,94.55256,92.76752,96.20979,93.413,93.80045,93.59851,94.84995,..,..
Algeria,DZA,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,75.89171,76.6404699999999,79.35493,83.67688,86.75241,93.40944,90.3185,90.78897,88.27227,89.83355,90.19316,90.25059,88.61172,90.12673,88.15048,89.8580099999999,90.38332,..,92.03946,91.45581,94.56373,93.48474,94.51694,93.4622399999999,93.20313,90.91964,92.01125,92.95233,..,95.03897,94.55256,92.76752,96.20979,93.413,93.80045,93.59851,94.84995,..,..
Algeria,DZA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.427,..,..,..,0.429,..,0.942,..,..,0.821,..,0.846,..,..,1,..,..,..,1.106,..,..,1.021,..,1.192,..,..,1.207,..,..,..,..,..,..,..,..
Algeria,DZA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,62.53661,66.40612,67.80984,70.23853,74.53523,87.99756,72.28838,74.22572,75.24168,78.11444,77.01406,76.183,79.41767,79.18177,78.4275,79.89765,83.04563,83.28284,..,82.3502,79.73746,85.92341,87.84349,89.60122,91.33145,93.18503,83.74856,94.48726,113.03644,91.83434,95.53892,97.56832,101.45018,105.91317,108.28085,105.43642,105.44688,105.6288,..
Algeria,DZA,Progression to secondary school (%),SE.SEC.PROG.ZS,..,71.0505,..,84.6975099999999,84.08986,..,..,..,90.78709,90.9993,89.99538,90.91016,91.13759,90.13181,90.01102,89.63865,91.35356,..,90.83591,97.1127999999999,93.25744,94.47193,94.46948,93.79602,93.74328,92.31375,93.23903,96.5836,..,98.91325,98.57422,97.7312,98.5156,99.39158,99.00214,98.9198399999999,..,..,..
Algeria,DZA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,35.80454,35.24855,33.74068,32.32614,30.56192,29.63073,27.84273,27.28204,27.17892,27.95506,27.78717,27.69468,28.1692,27.41847,27.36828,27.27589,27.32222,27.34591,..,28.19076,28.3962,27.84252,27.59291,27.53299,26.51107,25.43721,24.48384,23.93164,23.23052,22.99987,23.32803,23.26903,23.15942,23.26105,23.66406,23.83613,24.2355,24.22505,..
Algeria,DZA,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,25.0432,24.99682,24.17176,..,23.44037,23.20191,22.17753,20.91735,19.81811,18.66765,17.9128,17.12731,17.01399,16.9837,16.7637,16.84403,16.92098,17.23117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.772,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.46285714285841,15.3147252747258,24.1665934065932,33.0184615384642,41.8703296703316,50.7221978021989,59.5740659340663,68.4259340659337,77.2778021978047,86.1296703296721,94.9815384615395,100,100,100,100,100,..,..,..
Andorra,AND,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.78196,95.8364299999999,94.78371,94.32993,91.63594,93.93239,95.02497,98.16422,97.24967,..,98.7967199999999,..,..
Andorra,AND,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.6505899999999,71.23112,..,69.26509,..,..
Andorra,AND,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.231,..,2.435,2.47,2.594,2.549,2.594,..,3.263,..,..,3.64,3.716,..,3.112,4,..,..,..,..,3.69,..,..,..
Andorra,AND,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,9.72676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.67901,12.0758,12.65282,11.47472,10.4891,10.24769,10.02679,10.33256,9.64018,9.84526999999999,9.58236999999999,9.33028,9.51990999999999,9.93795,10.06635,10.5,..
Andorra,AND,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.6577,7.25909,7.06522,7.75311,..,..,..,..,..,..,..,7.80663,8.65531,8.07904,7.94434,8.22711,..
Angola,AGO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,1160,1160,1180,1180,1180,1150,1120,1070,1030,981,924,878,831,789,749,705,668,640,606,581,561,546,526,509,493,477,..,..,..
Angola,AGO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.13376,24.30969,24.48406,24.65665,..,..,..
Angola,AGO,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.10215,44.79809,..,..,..,..,..,..,..,..,..
Angola,AGO,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,24.33792,..,..,..,..,..,..,..,..,34.57008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.59042,31.87285,..,..,..,..,..,..,..,..,..
Angola,AGO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.059,..,..,..,..,..,0.042,..,..,..,..,..,..,0.064,..,..,..,..,..,..,0.067,..,..,..,..,0.144,..,..,..,..,..,..,..,..,..
Angola,AGO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,41.09705,36.05377,..,..,..,..,..,..,..,..,28.5553,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.27019,38.83918,39.80642,46.08611,..,..,..,..,..,..,..
Angola,AGO,Progression to secondary school (%),SE.SEC.PROG.ZS,..,67.55915,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8185,..,52.48167,..,..,..,..,..,..,..,..
Angola,AGO,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,31.45022,36.82133,31.77187,29.81775,31.273,33.39832,32.57673,33.42115,..,31.87673,27.18103,..,..,..,..,..,41.75324,..,..,..,..,..,..,..,..,41.0124,..,..,45.58651,42.54306,..,..,..,50.02951,..,..,..
Angola,AGO,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.26943,18.26959,18.83404,18.96118,..,..,..,..,..,..,..,..,..,27.41665,..,..,..,..,26.76619,..,..
Antigua and Barbuda,ATG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.538,..,..,..,..,..,..,89.82096,..,..,..,..
Antigua and Barbuda,ATG,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.32207,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,0.76,0.919,..,3.03,..,0.76,1.141,..,..,0.158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,83.78588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.27697,88.0856,93.78238,91.06113,..,..,92.81084,76.87277,..,..,..
Antigua and Barbuda,ATG,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.74101,..,..,..,..,..,..,21.50372,17.12889,16.22446,15.0656,14.51203,13.84503,..,14.2465,14.33428,..,..,..
Antigua and Barbuda,ATG,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.39086,..,..,..,..,..,..,..,..,12.62094,12.15562,11.96742,11.59474,..,11.98368,11.48074,..,..,..
Argentina,ARG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,72,71,69,65,64,63,63,64,61,62,60,61,60,61,59,58,57,58,57,62,58,56,55,54,54,52,..,..,..
Argentina,ARG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.694743945011,97.7435597925868,97.7911875100652,97.8374880317724,97.8823089722946,97.9967305456147,98.1096100264979,98.2209766875463,98.2694852624099,98.3069442534958,98.3430777803307,98.3778741314803,98.4113653593348,98.409375035814,98.5320653022513,98.5274147955714,..,..,..
