Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Afghanistan,AFG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.4,..,..,14.3,..,..,18.9,..,24,..,34.3,38.6,39.9,..,45.2,50.5,..,..,..
Afghanistan,AFG,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,1055708,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Children out of school, primary, male",SE.PRM.UNER.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,788683,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,20.4461603924561,..,..,..,..,..,..,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Albania,ALB,"Children out of school, primary",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7470,11199,15035,..,19834,21175,..,..,..,26672,36083,32882,29020,19980,10957,6981,7557,7101,4665,..
Albania,ALB,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9,..,8,..,..,25,..,..,..,10.6,..,..,..,..,..,..,..,..,..
Albania,ALB,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.5,..,75.1,..,..,60.1,..,..,..,69.3,..,..,..,..,..,..,..,..,..
Albania,ALB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,17,26.7,20,..,..,20.9,..,..,5.8,..,..,..,..,..,..,..
Albania,ALB,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.34836,..,..,..,82.0394,88.20117,..,86.91026,..,..,..,92.0967,91.60508,90.47435,94.95968,94.19111,93.37505,91.67738,90.80849,96.46889,..,91.11684,..
Albania,ALB,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.50455,..,..,..,81.62468,85.83943,..,86.26163,..,..,..,91.685,92.15459,92.03874,96.92817,95.88384,94.08701,90.74187,88.598,95.78708,..,88.26133,..
Albania,ALB,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.32545,..,..,..,82.44655,90.50812,..,87.53327,..,..,..,92.48535,91.09132,89.02198,93.14227,92.63073,92.71081,92.56622,92.93162,97.12278,..,93.79421,..
Albania,ALB,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,..
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.26519,3.76471,2.9763,3.23428,3.32642,3.37971,3.28692,3.3406,3.05664,3.06427,3.17008,3.23872,3.15719,3.26868,..,..,..,..,..,3.5393,..,3.43797,3.95464,2.18972,..
Albania,ALB,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.28203,95.85975,94.32699,..,92.11883,91.31788,..,..,..,87.15116,85.70959,86.27331,87.18679,90.4651,94.36618,96.1593,95.59661,95.65855,97.06175,..
Albania,ALB,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.90654,95.17524,94.16091,..,91.82483,91.5802099999999,..,..,..,86.95978,85.24368,86.04671,87.03375,90.03854,93.92579,95.92709,94.85662,95.06893,96.4531499999999,..
Albania,ALB,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.5981,96.50905,94.4839499999999,..,92.39348,91.07287,..,..,..,87.32932,86.14224,86.48254,87.32692,90.8557299999999,94.76891,96.37151,96.274,96.20009,97.61958,..
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,20.1928,18.4554,16.718,16.6428,16.5676,16.4924,16.4172,16.342,16.8202,17.2984,17.7766,18.2548,18.733,18.8524,18.9718,19.0912,19.2106,19.33,19.2324,19.1348,19.0372,18.9396,18.842,18.765,18.688,18.611,18.534,18.457,18.9116,19.3662,19.8208,20.2754,20.73,20.7174,20.7048,20.6922,20.6796,..,..
Albania,ALB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,92.7,93,92.6,86.4,87.2,89.1,89.1,91.2,98.8,99.1,99,99.1,99,98,98.8,99.3,99.8,99,..,..,99.3,..,..,..,..,..,..,..,..,..
Albania,ALB,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5501,6353,7519,..,9937,9917,..,..,..,13050,17940,16046,14037,9978,5643,3535,4219,3861,2693,..
Albania,ALB,"Children out of school, primary, male",SE.PRM.UNER.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1969,4846,7516,..,9897,11258,..,..,..,13622,18143,16836,14983,10002,5314,3446,3338,3240,1972,..
Albania,ALB,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.3,..,75.1,..,..,..,..,..,..,..,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,98.2713775634766,98.3777694702148,98.4836578369141,98.5864791870117,98.6831893920898,98.7707138061524,98.8460083007812,98.906005859375,98.9476470947266,98.9678802490234,98.9651565551758,98.9440231323242,98.9105377197266,98.8707733154297,98.8307876586914,98.7966461181641,98.7744140625,98.7701416015625,99.3,98.8276748657227,98.8849716186523,98.9572982788086,98.7646604654583,99.1349868774414,99.2343444824219,99.3367080688477,99.439567565918,..,..
Algeria,DZA,"Children out of school, primary",SE.PRM.UNER,661495,672969,705636,752963,740979,752599,731061,700554,674816,647004,639055,574878,536041,566620,575647,568935,591560,616417,..,479436,437379,334325,272112,242540,203108,183211,167668,153790,100344,29957,31982,27410,26026,..,..,24862,27860,21362,..
Algeria,DZA,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,..,..,..,..,..,..,..,31.3,..,..,..,..,43.2,..,..,49.4,..,..,..,..,55,..,51.8,..,..,..,53.9,..,..,..,..,..,48,49.5,..,..,..,..,..
Algeria,DZA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,35.8,..,..,..,..,50.9,..,..,56.9,..,..,..,..,64,..,57,..,..,..,61.4,..,..,..,..,..,55.9,57.1,..,..,..,..,..
Algeria,DZA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,30.99075,..,35.09017,..,41.82657,44.2382,..,..,..,61.5597,57.86388,54.91561,56.90757,56.42278,56.71788,57.14103,56.90537,52.2884,..,54.92898,51.52039,54.44506,60.32919,61.11493,62.06431,72.32659,66.01169,60.37009,55.29354,62.28331,58.33445,70.46546,114.58279,85.18453,79.22928,76.10744,79.07359,..,..
Algeria,DZA,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,23.78629,..,29.00454,..,33.99433,37.13363,..,..,..,51.22047,50.54125,49.36446,51.71292,51.89512,53.56347,55.18365,55.0751,53.17585,..,57.89403,56.52298,58.7225,64.42085,66.82987,69.08918,77.78312,73.66628,69.44341,64.45207,71.49125,66.33628,79.97094,132.74034,93.6234,87.12509,84.71832,87.56545,..,..
Algeria,DZA,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,37.86296,..,40.90302,..,49.31824,51.03732,..,..,..,71.48296,64.89055,60.24229,61.89482,60.77025,59.74797,59.02252,58.66506,51.43449,..,52.07698,46.71204,50.33632,56.40482,55.63785,55.33099,67.09307,58.66531,51.64612,46.47296,53.41514,50.63157,61.32582,97.15216,77.09789,71.66898,67.85867,70.93238,..,..
Algeria,DZA,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,..
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.59742,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.33702,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,79.6167399999999,79.87956,79.5500799999999,78.88216,79.90033,80.2454,81.39682,82.70111,83.80079,84.86515,85.39041,87.11221,88.19909,87.71003,87.65254,87.88283,87.4385999999999,86.91522,..,89.7286,90.52619,92.64196,93.9021099999999,94.4261099999999,95.17879,95.4772,95.67726,95.87886,97.22105,98.96613,98.88748,99.05085,99.11083,..,..,99.2671,99.23121,99.44293,..
Algeria,DZA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,69.43828,69.9890099999999,69.9699399999999,69.81685,71.07933,71.95284,73.68217,75.40928,76.83268,78.25789,79.08176,81.15881,82.70169,82.7800199999999,83.3055,83.90553,83.97017,83.86198,..,87.7811,88.88916,91.08165,92.5945799999999,93.26743,94.07289,94.37078,94.5311,94.90602,96.40253,..,..,..,..,..,..,..,98.43452,..,..
Algeria,DZA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.36176,89.35182,88.7331899999999,87.57715,88.36349,88.20108,88.79541,89.69513,90.4845799999999,91.20343,91.44404,92.82794,93.47762,92.4437,91.82572,91.6995699999999,90.76519,89.84246,..,91.59464,92.09506,94.13833,95.1561,95.53745,96.23959,96.53852,96.77665,96.81205,98.00622,..,..,..,..,..,..,..,99.9967,..,..
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.8004,60.1972,51.594,47.8858,44.1776,40.4694,36.7612,33.053,31.3024,29.5518,27.8012,26.0506,24.3,22.4138,20.5276,18.6414,16.7552,14.869,13.8312,12.7934,11.7556,10.7178,9.68,9.6814,9.6828,9.6842,9.6856,9.687,10.0608,10.4346,10.8084,11.1822,11.556,11.2724,10.9888,10.7052,10.4216,..,..
Algeria,DZA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,76.5,..,..,..,..,..,..,..,92.6,..,95.9,..,..,..,95.2,..,..,..,..,..,96.6,96.6,..,..,..,..,..
Algeria,DZA,"Children out of school, primary, female",SE.PRM.UNER.FE,485119,491047,507139,526875,522047,523185,506300,487546,472495,455074,448067,411660,384897,388892,381213,370056,369571,372118,..,279078,251025,198372,161776,143424,122250,111643,103853,93070,63599,..,..,..,..,..,..,..,27799,..,..
Algeria,DZA,"Children out of school, primary, male",SE.PRM.UNER.MA,176376,181922,198497,226088,218932,229414,224761,213008,202321,191930,190988,163218,151144,177728,194434,198879,221989,244299,..,200358,186354,135953,110336,99116,80858,71568,63815,60720,36745,..,..,..,..,..,..,..,61,..,..
Algeria,DZA,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.7058505886736,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children out of school, primary",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children out of school, primary, male",SE.PRM.UNER.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Andorra,AND,"Children out of school, primary",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,..
Andorra,AND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.71328,..,..,..,..,1.68153,..,1.52269,1.59653,2.18989,2.07097,2.93007,3.15484,3.05742,3.14508,..,2.43807,2.99781,3.25368,3.2567,3.19556,..
Andorra,AND,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Children out of school, primary, male",SE.PRM.UNER.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
